LearningArea,Subject,Pathway,Sequence,Level,Strand,Substrand,CdCode,ContentDesc,CCP
English,English,,,Year 5,Literacy,Interacting with others,ACELY1699,"Clarify understanding of content as it unfolds in formal and informal situations, connecting ideas to students’ own experiences and present and justify a point of view",
English,English,,,Year 5,Literacy,Interacting with others,ACELY1796,"Use interaction skills, for example paraphrasing, questioning and interpreting non-verbal cues and choose vocabulary and vocal effects appropriate for different audiences and purposes",
English,English,,,Year 5,Literacy,Interacting with others,ACELY1700,"Plan, rehearse and deliver presentations for defined audiences and purposes incorporating accurate and sequenced content and multimodal elements",
English,English,,,Year 5,Literacy,"Interpreting, analysing, evaluating",ACELY1701,"Identify and explain characteristic text structures and language features used in imaginative, informative and persuasive texts to meet the purpose of the text",
English,English,,,Year 5,Literacy,"Interpreting, analysing, evaluating",ACELY1702,"Navigate and read texts for specific purposes applying appropriate text processing strategies, for example predicting and confirming, monitoring meaning, skimming and scanning",
English,English,,,Year 5,Literacy,"Interpreting, analysing, evaluating",ACELY1703,"Use comprehension strategies to analyse information, integrating and linking ideas from a variety of print and digital sources",
English,English,,,Year 5,Literacy,Creating texts,ACELY1704,"Plan, draft and publish imaginative, informative and persuasive print and multimodal texts, choosing text structures, language features, images and sound appropriate to purpose and audience",
English,English,,,Year 5,Literacy,Creating texts,ACELY1705,Re-read and edit student’s own and others’ work using agreed criteria for text structures and language features,
English,English,,,Year 5,Literacy,Creating texts,ACELY1706,"Develop a handwriting style that is becoming legible, fluent and automatic",
English,English,,,Year 5,Literacy,Creating texts,ACELY1707,"Use a range of software including word processing programs with fluency to construct, edit and publish written text, and select, edit and place visual, print and audio elements",
English,English,,,Year 6,Language,Language variation and change,ACELA1515,Understand that different social and geographical dialects or accents are used in Australia in addition to Standard Australian English,
English,English,,,Year 6,Language,Language for interaction,ACELA1516,Understand that strategies for interaction become more complex and demanding as levels of formality and social distance increase,
English,English,,,Year 6,Language,Language for interaction,ACELA1517,Understand the uses of objective and subjective language and bias,
English,English,,,Year 6,Language,Text structure and organisation,ACELA1518,"Understand how authors often innovate on text structures and play with language features to achieve particular aesthetic, humorous and persuasive purposes and effects",
English,English,,,Year 6,Language,Text structure and organisation,ACELA1520,Understand that cohesive links can be made in texts by omitting or replacing words,
English,English,,,Year 6,Language,Text structure and organisation,ACELA1521,Understand the uses of commas to separate clauses,
English,English,,,Year 6,Language,Expressing and developing ideas,ACELA1522,"Investigate how complex sentences can be used in a variety of ways to elaborate, extend and explain ideas",
English,English,,,Year 6,Language,Expressing and developing ideas,ACELA1523,"Understand how ideas can be expanded and sharpened through careful choice of verbs, elaborated tenses and a range of adverb groups/phrases",
English,English,,,Year 6,Language,Expressing and developing ideas,ACELA1524,"Identify and explain how analytical images like figures, tables, diagrams, maps and graphs contribute to our understanding of verbal information in factual and persuasive texts",
English,English,,,Year 6,Language,Expressing and developing ideas,ACELA1525,"Investigate how vocabulary choices, including evaluative language can express shades of meaning, feeling and opinion",
